title,short_content,content,types
French court upholds abaya ban in public schools,"    Last month, President Emmanuel Macron's government made headlines by announcing a ban on the traditional over-garments worn by some Muslim women in schools, citing violations of educational secularism rules. ","France's top administrative court on Thursday, September 7, upheld a government ban on traditional over-garments worn by some Muslim women in schools and rejected complaints it was discriminatory and could incite hatred. President Emmanuel Macron's government announced last month it was banning the abaya in schools as it broke the rules on secularism in education. Muslim headscarves have already been banned on the grounds that they constitute a display of religious affiliation.An association representing Muslims filed a motion with the Conseil d'Etat, France's highest court for complaints against state authorities, for an injunction against the ban on the abaya and the qamis, its equivalent dress for men. The association said the ban was discriminatory and could incite hatred against Muslims, as well as racial profiling.But after examining the motion – filed by the Action for the Rights of Muslims (ADM) – for two days, the Conseil d'Etat rejected the arguments. It said wearing the abaya ""follows the logic of religious affirmation,"" adding that the decision was based on French law which did not allow anyone to wear visible signs of any religious affiliation in schools.The ban by the government did not, it said, cause ""serious or obviously illegal harm to the respect for personal lives, freedom of religion, the right to education, the well-being of children or the principle of non-discrimination.""Ahead of the ruling, France's Council of the Muslim Faith (CFCM), established to represent Muslims before the government, had warned that banning the abaya could create ""an elevated risk of discrimination"" and said it was considering putting its own complaint before the Conseil d'Etat.The absence of ""a clear definition of this garment creates vagueness and legal uncertainty,"" it said. ADM's lawyer, Vincent Brengarth, argued during the court hearing that the abaya should be considered a traditional garment, not a religious one. He also accused the government of seeking political advantage with the ban. ADM president Sihem Zine said the rule was ""sexist"" because it singles out girls and ""targets Arabs.""But the Education Ministry said the abaya made its wearers ""immediately recognizable as belonging to the Muslim religion"" and therefore ran counter to France's secular culture. French schools sent dozens of girls home for refusing to remove their abayas – a shoulder-to-toe over-garment – on the first day of the school year on Monday. Nearly 300 schoolgirls defied the ban, Education Minister Gabriel Attal said. Most agreed to change garments but 67 refused and were sent home, he said.In 2016 the Conseil d'Etat overturned a ban in a French Riviera resort against the burkini, saying it failed to see any threat to public order from the long bathing suit worn by some Muslim women. Around 10% of France's 67 million inhabitants are Muslim, according to official estimates. Most have origins in northern African countries Algeria, Morocco and Tunisia, which were French colonies until the second half of the 20th century.",/en/religions/
Abaya ban in French schools: 'Wearing the abaya is a political gesture',"Iannis Roder, a history and geography teacher, agrees with French Education Minister Gabriel Attal's ban on abaya dresses in public schools. He says that the abaya is traditionally worn in order to conform to the religious norms set out by Islamists.","The law of March 15, 2004, prohibits pupils from wearing any conspicuous symbols or clothing that manifest a religious affiliation. It was in the application of this law that Education Minister Gabriel Attal said that ""abayas could no longer be worn at school."" While the appearance of this garment was noted back in 2010 in a few schools in the northern Paris suburb Seine-Saint-Denis, it's only recently that it has been widely worn.So as not to fall foul of the law, some students have argued that wearing the abaya has no religious significance but is simply a dress worn ""culturally and not religiously."" In Lille, Nice and Toulouse, girls are being schooled to use the same argument and language and are simply repeating Islamist rhetoric aimed at undermining the French Republic's education system, which represents a danger for political Islam, as it offers access to individual freedom through knowledge.Wearing the abaya is not religious? Online stores offering ""Islamic clothing"" or ""for Muslim women"" suggest otherwise. In fact, the abaya is commonly worn to comply with religious norms that require women to be ""modest"" and by extension, ""virtuous."" The concept belittles women, who are deemed inherently impure and are expected to conceal their forms – just as the hijab conceals their hair – from the gaze of men, at the risk of arousing their contempt, anger and even violence.The situation of women in Iran and Afghanistan is a daily reminder of this: Not only how the control of women's bodies and dress policing are established, but also how Islamism is gradually sliding Islam toward rigid norms, leading some French young people to believe that certain practices are Muslim when in fact, they are Islamist.Wearing the abaya is part of this logic, as it is a political gesture more consistent with wearing a uniform than simply a fashion statement: the dress differentiates women and gives them recognition, but at the same time they are submitting to rules of conduct whose philosophy is foreign to that of the Republic's education system. It symbolizes belonging to a community, and if it is difficult for some to remove it, it is because they would be breaking the rules, which are sometimes understood as absolute. Moreover, could an ordinary garment give rise to the outburst that followed the announcement of its ban on social media?The political dimension is also brought home to France by the appearance of Abdelhakim Sefrioui in 2011 – a disquieting figure at the heart of what led to the murder of Samuel Paty – who, during the first incidents linked to the wearing of abayas in a high school in Saint-Ouen, in the northern suburbs of Paris, posed as the uncle of one of the students in order to put pressure on the principal. At the time, the girls said they wore the garment voluntarily, and many of them today tirelessly repeat: ""It's my choice.""",/en/religions/
Abaya ban in French schools: Top court gives government legal boost,"    On Thursday, the Conseil d'Etat rejected the appeal lodged by a Muslim rights organization. Other appeals are underway. ","This is only the first decision in what promises to be a legal trench war, and it is in favor of the French government, particularly Education Minister Gabriel Attal. The Conseil d'Etat, France's top administrative court, rejected the appeal lodged by the Action Droits des Musulmans (Action for the Rights of Muslims, ADM) association, calling for the suspension of the ban on abayas and khamis in schools, laid down in a memorandum dated August 31.In an emergency session, the administrative judge ruled that the ban on these garments in public schools did not violate fundamental freedoms and did not cause ""serious or obviously illegal harm to the respect for personal lives, freedom of religion, the right to education, the well-being of children or the principle of non-discrimination."" In the opinion of the judge, ""the abaya follows the logic of religious affirmation, as is clear from the comments made during discussions with students."" Its prohibition therefore falls within the scope of the 2004 law banning conspicuous religious symbols in schools.The ADM association's appeal was the subject of a two-hour hearing on Tuesday, September 5, before the Paris court. In his decision, the judge recalled the figures quoted at the hearing by the Education Ministry's director of legal affairs, Guillaume Odinet. There were 1,984 reports of breaches of secularism in schools for 2022-2023, the vast majority of which related to the wearing of abayas, compared with 617 during the previous school year.Similarly, the judge repeated the definition of the abaya given at the hearing by the ministry's representative: ""A woman's garment covering the whole body except for the face and hands."" He continued, ""The wearing of this type of clothing, which cannot be regarded as discreet, constitutes an overt demonstration of the religious affiliation of the students in question."" He went on to point out that this is prohibited by the government's instructions on how to apply the 2004 law banning Islamic head scarves and other religious symbols from public schools.""The court has not addressed our arguments and is simply repeating those of the Ministry [of Education], without demonstrating the religious nature or addressing the absence of a definition [of what an abaya is],"" said Vincent Brengarth, the lawyer for Action Droits des Musulmans, on Thursday. Conversely, Minister Attal hailed on X (formerly Twitter) ""an important ruling for the republic's schools,"" which must ""welcome all students, with the same rights and the same duties, without discrimination or stigmatization.""",/en/religions/
French secularism: Education minister to ban abayas in public schools,    Reports of breaches of secularism have increased over the past year in France. The new Minister of Education intends to clarify a situation that his predecessor had left partly up to the discretion of school heads. ,"Gabriel Attal has made up his mind. France's minister of education has ""decided it will no longer be possible to wear an abaya at school,"" he announced on the TF1 evening news, on Sunday, August 27. This was a ""necessary and fair rule,"" he said, adding: ""When you enter a classroom, you must not be able to identify the religion of pupils by looking at them."" Attal had already issued a firm instruction to the regional heads of education he met with on Thursday: ""Wherever the Republic is tested, we must stand together,"" he told them.For almost a year, principals and school directors confronted with pupils wearing abayas (long Middle Eastern dresses worn over other garments) or qamis (long tunics for men) have been asking for ""clear instructions"" as to whether or not such garments ostensibly manifest a religious affiliation, contrary to the March 2004 law banning religious symbols in schools. In a confidential memo, France's Council of Advisors for Secularism and the Values of the Republic advocated taking a firm stand as early as June 2022, ""anxious not to once again leave management staff to their own devices,"" said Alain Seksig, the body's general secretary.But former education minister Pap Ndiaye did not want to make a decision. In November 2022, he issued a circular to ""guide"" school princiapls and to explain the steps to be taken to help them to make up their own minds. This was an issue that is also being debated within the Muslim community itself. The French Council of the Muslim Faith (CFCM) asserted in June that the abaya ""is not a Muslim religious symbol"" and that ""in the Muslim tradition (...), a garment of any kind is not a religious symbol in itself.""The margin of interpretation Ndiaye left to school principals may have led some to prohibit such clothing and others to authorize it. ""We don't want to be the arbiters of uncertainty. This could potentially put us in danger, as we stand at the gates of our establishments every morning,"" emphasized Didier Georges, school principal and national secretary of the SNPDEN-UNSA teachers' union.Over the past year, reports of breaches of secularism have only increased. They are up 120% between the 2022-2023 school year and the previous one (4,710 vs. 2,167), according to a memo from the state services, a copy of which was obtained by Le Monde. Between April and June, the number of protests amounted to 1,892. This is an unprecedented figure since the introduction of this count in 2018, to be considered against the 12 million pupils in France last year.",/en/religions/
Abaya ban in French schools: 'The government does not understand the boomerang effect of coercive laws',The sociologist Agnès De Féo warns that banning the abaya dress from schools could prove counterproductive.,"The return to school this year has seen yet another controversy concerning Muslim dress for women. The abaya is set to become a national cause since Gabriel Attal's declaration on August 27 that ""the abaya can no longer be worn to school,"" which echoes Nicolas Sarkozy, who fourteen years ago, on June 22, 2009, said: “The burqa is not welcome on the French Republic's territory."" It led to the law passed on October 11, 2010, that prohibited concealing the face in the public space. In both statements, it's not the women who are the subject of the sentence, but the clothing they wear, such as the abaya or burqa – exogenous objects that threaten the nation’s integrity.Such a caricatured portrayal might give rise to a smile if it weren't so popular with a large proportion of the French population and exploited by political figures, which as they do so, reveals their obsession, since the days of colonialism, with Muslim women's bodies. In the end, there is little mention of the women themselves. They are still the great unknowns in the speculation about them. Yet to suspect these girls of maneuvering against the school is to overestimate an adolescent minority phenomenon that remains harmless.There's no denying that the abaya is a religious garment, even if those concerned refute it. By ingenuously asserting that the abaya is not a religious garment, but a traditional item of clothing worn by choice as a fashionable statement, the teenagers concerned play on its polymorphism. While the elegant dresses worn in Gulf countries in particular may indeed be called ""abayas,"" the term has a completely different meaning in France. With its pared-down design – no form-hugging cut – its unembroidered plain colors, and frequently elasticated cuffs, the abaya fits the image of a pious Muslim woman.The women I have met in the course of my sociological research wear the abaya with a long veil, identifiable as Islamic in the way it is attached to the head, leaving no doubt as to the expression of their faith. This is also the case with schoolgirls wearing the abaya, who cover their hair as soon as they leave school. There is no question that the garment expresses religiosity, as it is purchased in specialized stores and websites aimed at a practicing Muslim clientele, rather than in mainstream ready-to-wear stores. Although when taken out of context it is perceived as a simple dress, the abaya is worn in France for its Islamic significance. Those who wear it to school should therefore logically fall under the ban imposed by the 2004 law.",/en/religions/
"""In evoking 'great mother Russia,' Pope Francis spoke the language in which his Russian audience is steeped""",Historian Laura Pettinaroli argues that Pope Francis's recent comments shouldn't be understood as an endorsement of Moscow's nationalist project but as an attempt to make himself heard by Russian Catholics.,"The words spoken by Pope Francis via videoconference to a gathering of young Russian Catholics in St. Petersburg on August 25 sparked a heated debate: ""Never forget your inheritance. You are the heirs of the great Russia. The great Russia of the saints, of the kings, of the great Russia of Peter the Great, of Catherine II, that great imperial Russia, cultivated, with so much culture and humanity. Never forget this inheritance. You are the heirs of the great Mother Russia, go forward. And thank you. Thank you for your way of being, for your way of being Russian."" Spoken in Italian, this comment concluded a question-and-answer session and a speech in which Francis invited his listeners to ""be artisans of peace"" and ""seeds of reconciliation.""Unsurprisingly, the choice of referring to ""great mother Russia"" and the imperial past provoked enthusiasm in Russia and exasperation in Ukraine. The Vatican press room then attempted to defuse the controversy: The pope's words were to be seen as a simple encouragement ""to preserve and promote what is positive in Russia's great cultural and spiritual heritage, and certainly not to exalt imperialistic logics and governmental personalities, cited to indicate certain historical periods of reference.""These words, however, have raised questions regarding the Vatican's position on the war. The Vatican's efforts to maintain symbolic and diplomatic ties with Russia have regularly met with incomprehension. The Holy See's communiqué from August 30, 2022, naming Russia as the initiator of a conflict that is ""morally unjust, unacceptable, barbaric, senseless, repugnant and sacrilegious,"" has not dispelled accusations of duplicity.How can we understand the meaning of this speech: a blunder or diplomatic strategy? Rereading the past of this country marked by Orthodoxy, Francis focused on its political history, citing Peter the Great (tsar from 1682-1725) and Catherine II (1762-1796). It's easy to see why Ukrainians were so upset. Peter and Catherine were tsars of imperial conquest, and Catherine pursued an intense colonization policy in Crimea.No doubt the pope had other perspectives in mind when he evoked these two sovereigns, such as their European stature with the founding of St. Petersburg, a gateway to the Baltic, and Catherine's association with the philosophers of the Enlightenment. These two reigns also saw the development of the local Catholic Church. The oukase (decree) of 1705 guaranteed freedom of worship to Catholic foreigners. And it was under Catherine II that several churches were opened (including St. Catherine's, where the videoconference was held) and diocesan structures were established.",/en/religions/
Macron to attend Pope Francis's mass in Marseille,    The French president's attendance at the Catholic mass celebrated by the pope in Marseille next week has proved a controversial issue in this secular country. ,"French President Emmanuel Macron will attend a Catholic mass celebrated by Pope Francis in Marseille next week, the Elysée presidential office said on Thursday, September 14.The question of Macron's attendance at the September 23 service in the Mediterranean city's Velodrome stadium has been controversial in strictly secular France, where the government has in recent weeks been pushing to bar in schools the abaya garment worn by some Muslim women.The mass will be a ""popular event"" and ""festive"", said a presidential official, asking not to be named. The separation between church and state in France ""absolutely does not exclude the Republic from maintaining relations with all religions"", said the official.But hard-left former presidential candidate Jean-Luc Mélenchon wrote on X, formerly Twitter, ahead of the Elysée's announcement: ""The Pope is welcome in France... Macron is gatecrashing. Booing at the mass will be for (Macron), not the Pope,"" he added.Francis is set to arrive in Marseille on September 22, planning to give a speech outside the city's landmark Notre Dame de la Garde church in which he will hail migrants lost at sea trying to reach Europe.As well as holding mass for thousands of people in the stadium the following day, he will close a week-long gathering of bishops discussing migration, poverty and climate change, and meet deprived Marseille residents.Macron will meet the pope privately before Francis celebrates mass. The presidential official indicated Macron would not take communion during the mass.",/en/religions/
Gérard Miller: 'Never have so many French Jews lost their moral compass to such an extent',"The film director and psychoanalyst believes that two Jewish identities are now in opposition, as some Jews have allowed themselves to be seduced by the far right.","I belong to a generation of Jews, born after the war, for whom being on the political left was a matter of course, from adolescence onward.I belong to a generation that viscerally hated anything remotely related to the far right, and to whom Israel represented first and foremost the refuge that our parents and grandparents, victims of Nazism, had lacked, even though we made no secret of our sympathy for the Palestinians.I belong to a generation where being Jewish and French naturally meant loving Maximilien Robespierre and the 1789 revolution, Louise Michel and the Paris Commune, Emile Zola, Léon Blum, Missak Manouchian and Jean-Paul Sartre.I belong to a generation in which Jews, because of the suffering they had endured over the centuries, seemed to us more than ever to provide the face of tolerance, solidarity and culture, too.Of course, in those distant days, not all French Jews shared the same reference points and values. But, regardless of their convictions and beliefs, they all had at least three inviolable memories in common: the sham of the Alfred Dreyfus affair (in which a Jewish military captain was convicted of treason), the crimes of the collaborationist Philippe Pétain regime and the horror of the Holocaust. That was a lot and it meant it was possible to debate everything else together, with strong opposition but without tearing each other apart, even within the very conservative Representative Council of Jewish Institutions (CRIF).Today, alas, all that belongs to the past, and the French Jewish community is completely fractured. Marine Le Pen's incredible sleight of hand has made thousands of Jews forget the neo-fascist ideology of her far-right movement, which was founded by people nostalgic for Nazism and collaboration. And Eric Zemmour has completed her work, definitively pulverizing everything that had hitherto maintained a little coherence and cohesion in the French Jewish community.Much has been made of Zemmour's comments on Pétain, ""savior of the Jews,"" but those on Dreyfus have attracted less attention. That wasn't the only time Zemmour publicly pandered to anti-Semites: He defended Maurice Papon, convicted of complicity in crimes against humanity; proposed abolishing the Gayssot law, which punishes the crime of Holocaust denial; and cast aspersions on the Jewish children murdered by French jihadist Mohammed Merah because their family had buried them in Israel.But by casting doubt on Dreyfus's innocence, Zemmour came full circle, knowingly using the deniers' favorite figure of speech, understatement, the art of expressing the most by saying the least. A denier enjoys humbly presenting himself as an ignoramus: He's not a historian, he hasn't studied the subject and he doesn't have all the facts at hand to determine the existence of the gas chambers. With exactly the same cynicism, Zemmour explained that the Dreyfus affair is a ""troubled history,"" that ""nothing is obvious"" and that ""we'll never know the truth."" In so doing, what he was ensuring was the silence of Jews converted to right-wing extremism and verifying that no alarm bells were ringing in their heads.",/en/religions/
Macron defends choice to attend Pope's mass in Marseille,    Left-wing politicians especially have attacked Macron's choice to attend the religious service when the government is cracking down on school pupils wearing the abaya in the name of secularism. ,"French President Emmanuel Macron on Friday, September 15, defended his plan to attend a huge mass to be celebrated by Pope Francis in the southern city of Marseille next week, after critics said he was failing to live up to France's secular values.""I think it's my place to be there. I won't be there as a Catholic, I'll be there as president of the republic, which is indeed secular,"" Macron said during a trip to Semur-en-Auxois in central France. ""I will not myself carry out any religious practice during the mass,"" he added.Left-wing politicians especially have attacked Macron's choice to attend the religious service during the Pope's two-day visit, which comes as the government is cracking down on school pupils wearing the abaya, a garment popular with some Muslim women, in the name of secularism.""I respect faith and people with faith. But I disagree with an elected official, and especially the president, taking part in a religious ceremony in his official capacity,"" La France Insoumise (LFI, hard left) lawmaker Alexis Corbiere wrote on social media.Macron said that ""the state is neutral. Public services are neutral, we will protect schools as well as we have reiterated"" as pupils return for the new academic year.Francis's mass at Velodrome stadium in Marseille is expected to draw tens of thousands of people, marking the high point of a two-day visit on September 22-23.Macron also announced Friday a public fundraiser offering tax breaks to individuals chipping in to restore church buildings in French villages. The scheme would aim to ""mobilize 200 million euros over four years"", he said, arguing that many small towns found the cost of renovations ""unsustainable"". Up to 3,000 small-town churches are believed to be in danger, according to France's Observatory of Religious Heritage. ""People are attached to this heritage, whether they believe or not,"" Macron said.",/en/religions/
Macron pampers French Catholics ahead of Pope visit to Marseille,    The French president announced the launch of a fund-raising campaign to renovate thousands of endangered religious buildings across the country and defended his intention to attend Pope Francis' mass in Marseille on September 23. ,"Between a trip to India on September 9-10 to attend the G20 summit and a visit to France by Charles III of the United Kingdom on September 20-22 ahead of a visit of Pope Francis on September 22-23, the trip was meant to be a quiet moment of ""proximity"" for the French president, a juncture of harmony with the so-called France of steeples, the one that worries at sight of its village churches falling into decay. Visiting Semur-en-Auxois and Bussy-Rabutin, Burgundy, on Friday, September 15, Emmanuel Macron appealed to the nation's generosity by launching a fundraising campaign to restore religious buildings needing repair.But the anouncement did not come without its share of controversy. When Macron reached Semur-en-Auxois at around midday, the streets were sparsely populated as a result of drastic traffic restrictions. Alain Houpert, a French local senator affiliated with the conservative party Les Républicains, said on X (formerly Twitter) that he would ignore the visit, which, he said, no longer carried any ""republican"" features. A few dozen citizens had been safely tucked away from the journalists in a corner of Semur-en-Auxois' church square that Macron had come to visit. He received a few cheers, and an isolated hoot, before greeting the crowd and entering the church with his wife Brigitte, French television host Stéphane Bern, who's been appointed to safegard France's endangered heritage, and local representatives.The coincidence of this presidential outing with the Pope's forthcoming visit could be interpreted as an attempt by Macron to send a message to Catholics. When leaving the church, he felt the need to explain his decision to attend the mass to be celebrated by the pontiff in Marseille on September 23. ""It's my responsibility to go,"" he said, adding he would not be going ""as a Catholic"" but as the ""president of the French Republic, which is indeed secular."" He said he would not be ""practicing religion"" during the mass.""No, Mr. President, it's not your responsibility to go to the Pope's mass,"" said Jean-Luc Mélenchon, the leader of the radical-left party La France Insoumise. ""To welcome him on arrival and even on departure: yes, of course. But the secular state neither recognizes nor subsidizes any religion.""As for Friday's religious heritage trip, the presidency denied it was related to Pope Francis' arrival. ""It's a commitment made on June 5,"" said an adviser at the Elysée. ""It's linked to the European Heritage Days [September 16-17] and in no way to the Pope's visit."" On June 5, on the sidelines of a visit to the Catholic site Mont-Saint-Michel, western France, Macron had outlined a national campaign supporting religious heritage.",/en/religions/
"'By coming to Marseille, Pope Francis is continuing the Catholic habit of creating mobilizing utopias'","The head of the Catholic Church is coming to Marseille to expound his fantasized vision of a Mediterranean region united under one great monotheistic matrix, writes Blandine Chelini-Pont, professor of history at the University of Aix-Marseille.","Pope Francis is coming ""to Marseille,"" not ""to France."" His somewhat abrupt response to the journalist who questioned him at a press conference on August 6 was not a communication blunder. Of course, it is only natural that our local and national authorities have decided to make the most of the event, if only because of the huge organizational and security effort it requires. But Francis has his own agenda. And in a way, he is not coming to see the Marseille people either. No, Francis is coming to talk about the plight of migrants in the Mediterranean. He is coming to Marseilles as Vincent de Paul once did, the saintly man filled with compassion for the arsenal galley slaves. Francis has come to shake people's consciences, at a time when the countries the migrants are trying to reach are feeling their recurring flows as a growing threat.Francis is also arriving with a broader project, a vision of the Mediterranean. In this, he is continuing the Catholic trend of creating mobilizing utopias, representations that are both political and spiritual, exercises in imagination and interpretation, together capable of displaying realities that do not yet exist but are destined to happen. One of these realities, European unity, inspired the whole of the 20th century. And the European utopia took shape, accompanied by a whole lineage of idealists bent on erasing bellicose nationalism and predatory totalitarianism in the communitarian objective.Francis' Mediterranean utopia is not only for Catholics, but is de facto for all other believers in the Mediterranean, especially Muslims. It endows the ex-Mare Nostrum with a special vocation: ""The Mediterranean,"" Francis asserted in Bari, February 2020, ""is the sea of crossbreeding, forever culturally open to encounter, dialogue and reciprocal inculturation."" As with Europe, Francis's Mediterranean dream embraces the idea of a common civilization. But while a united Europe drew its pontifical justifications from the fertile matrix of a single great Roman-Christian civilization, Pope Francis' Mediterranean is justified by the existence of a great monotheistic matrix, beyond its Christian imprints.His vision of the divine breath is multilateral, rendering obsolete any Latin affirmation of unity forged by a few centuries of Roman-Byzantine empires and religious monopoly. Francis is taking the Mediterranean on a kind of great leap forward, where the practice and effectiveness of encounter, the cross-fertilization and peaceful intermingling of Revelations would characterize its authentic civilization. Historians will judge this to be a generous feat.",/en/religions/
The French Catholic far right is no longer holding back against Pope Francis,"    Ahead of the pope's visit to Marseille in southern France on September 22 and 23, Eric Zemmour and his supporters have launched a political offensive against the pontiff for his humanist approach to migrants. ","Francis is not their pope anymore, and they are not afraid to say so out loud. Just a few days before the pope's visit to Marseille on September 22 and 23 – and as a new influx of migrants disembarked on the Italian island of Lampedusa has rekindled European debates on the migratory crisis – a section of the French far right, which has certainly never been fond of the Argentinian pope, is adopting a stance that deviates from the conventional Catholic stance on pontiffs.Leaders of Eric Zemmour's Reconquête! party are not upset about the French president's planned attendance at the pontifical mass. In their eyes, this is not a matter for controversy, nor is it according to the right-wing Les Républicains (LR). Fifty-seven LR senators introduced a bill on Monday to ""enshrine France's Judeo-Christian roots"" in Article 1 of the Constitution. This initiative, which came just a few days before the pope's visit, was prompted by LR senator Stéphane Le Rudulier, whose constituency includes Marseille, and who is a spokesperson for Bruno Retailleau, head of the LR senators. The latter spoke on Tuesday morning on radio France Inter of a ""flood of migrants"" in Lampedusa.The presence of Pope Francis and his planned speech on migrants is what is bothering the most radical fringe of the far right. Zemmour and his allies Marion Maréchal and Stéphane Ravier have even invoked the Bible or Christian authors in their criticisms. ""I disagree with Pope Francis,"" declared Maréchal, the granddaughter of Jean-Marie Le Pen who will lead Reconquête in the European elections, on BFM-TV on September 14. She questioned the pontiff's emphasis on charity. ""I think [he] has no business in politics, and he's too involved in it,"" said Maréchal, who professes her Catholic faith. ""The pope is only infallible on dogma, and in this case, he's looking through the lens of a South American who doesn't know the type of immigration we're experiencing and obviously doesn't fully understand what we're facing.""""From Christianity, I learned a very beautiful idea of Saint Augustine's – you can't do good to the point of evil,"" echoed Zemmour on BFM-TV on Sunday, in a statement which, according to several exegetes, invented a quotation from the Roman philosopher and theologian. Jean-Marie Salamito, a specialist in the history of Christianity in the ancient world, said that he had been unable to find ""either in French or in Latin"" the idea – or anything similar – ""incorrectly attributed"" to Saint Augustine. ""The idea that one can do good and end up with evil seems neither Augustinian nor Christian to me,"" this associate member of the Institute of Augustinian Studies told the newspaper La Croix.",/en/religions/
Pavard scores two headers to secure France's victory over Scotland,    The French defender became the unlikely hero in the French football team's 4-1 triumph over Scotland in a friendly in Lille on Tuesday. ,"Defender Benjamin Pavard scored twice and Kylian Mbappé struck from the spot as France came from behind to beat Scotland 4-1 in a friendly in Lille on Tuesday, October 17.Kick-off was delayed by 10 minutes due to increased security measures after two Swedes were shot dead in an attack in Brussels on Monday before a Euro 2024 qualifier between Belgium and Sweden that was later abandoned.Billy Gilmour gave Scotland a surprise lead in the 11th minute, sweeping sweetly into the far corner after an inexplicable mistake by Eduardo Camavinga.But France, who qualified for Euro 2024 last week like Scotland, hit back five minutes later as Pavard glanced home Antoine Griezmann's corner at the near post.Pavard then became the first France player to score two headed goals in the same game since Zinedine Zidane in the 1998 World Cup final, diving to nod in a cross from Mbappé after excellent work by the France captain. ""I felt like I could score tonight,"" said Pavard, who left Bayern Munich for Inter Milan in August. ""Someone told me 'You're going to score' and I got two, so even better.""Mbappé, whose brace in Friday's 2-1 win in the Netherlands secured qualification, netted a third for the hosts with a penalty after Liam Cooper was punished for grabbing a fistful of Olivier Giroud's shirt.Kingsley Coman slammed in a fourth with 20 minutes to play after Griezmann stabbed against the crossbar from point-blank range.France round out their Euro 2024 qualifying campaign with games against Gibraltar and Greece next month. Didier Deschamps' side have six wins from six in Group B and are guaranteed to finish top.Scotland, who dropped their first points in Group A after losing 2-0 to Spain last Thursday, are away to Georgia before finishing up at home to Norway.""We have a good team in there. I know the results don't show it but we'll take the positives into our last two group games,"" Gilmour told BBC Radio Scotland. ""Tonight, we thought we could have done a bit more, but that's football.""",/en/sports/
'The Boy and the Heron' producer Toshio Suzuki: 'Miyazaki doesn't have a lot of self-confidence',    The co-founder of Studio Ghibli talks to Le Monde about his collaboration with the Japanese master of animation. ,"In 1985, producer Toshio Suzuki co-founded Studio Ghibli with directors Hayao Miyazaki and Isao Takahata (Grave of the Fireflies), whom he worked with for many years. The author of Mixing Work with Pleasure: My Time at Studio Ghibli, who now heads this mecca of Japanese animation, produced The Boy and the Heron, which is in theaters in France from Wednesday, November 1.The Japanese title is Kimitachi wa Do ikiru ka, which is often translated as ""how do you live?"" But, to better reflect its meaning, it should be translated as ""what kind of person do you want to be?"" or ""how will you choose to live your life?"" Many Japanese people carry this philosophical question within them and wonder about the meaning of their lives. The film was intriguing for them.I think foreigners share the same questions. Westerners live in a world dominated by capitalism, which they see as a religion. They have lost the meaning of many things and are questioning themselves. As a result, many people are asking themselves the fundamental question of the meaning of life. The film is by no means a lesson from Miyazaki. He doesn't tell people how to live. He says: ""This is my life. But what about you? How do you choose to live?"" His message is more like an invitation to question.There are too many messages broadcast on a daily basis. In Japan, there are a lot of blockbusters whose distributors bombard us with commercials. Promotion is excessive. It doesn't work with consumers anymore. Based on this observation, we came up with the idea of doing no advertising, capitalizing on Hayao Miyazaki's world-famous status. I wanted to see what would happen. In the end, the absence of promotion generated extra attention. There was a large audience and very positive reactions right from the start. I would add that the choice not to advertise is, in a way, linked to the story of the film.If you want to make a film properly and without compromise, you need time. In the beginning, I didn't give Miyazaki any deadline. Paradoxically, this caused him a lot of stress. One day, he asked me: ""When do you want me to finish?"" In the final months, I finally set him a date, but he also thanked me by saying that not setting a deadline from the start had been a good decision.",/en/culture/
UNICEF executive director: Gaza is a 'graveyard for children',   ,"UNICEF Executive Director Catherine Russell denounced the consequences of the war between Israel and Hamas in Gaza in an interview with Le Monde. According to Gaza's Hamas-run Health Ministry, over 4,600 children have been in Israeli bombardments since the war began on October 7.On Saturday, November 12, two major hospitals in the north of Gaza closed to new patients after Israeli bombardments truck around both facilities. Medical staff at the Al Shifa and Al Quds hospitals were left without oxygen and fuel to power incubators. Doctors reported several deaths, including the deaths of premature babies, due to the deteriorating conditions.Meanwhile, France has announced that it will increase its humanitarian aid to Palestinians from €20 million to €100 million by 2023, announced French President Emmanuel Macron at the opening of the International Humanitarian Conference for Gaza at the Elysée Palace.",/en/videos/
